     1     -1      8 0.533333E-04 0.533333E-04 0.533333E-04 0.000000E+00 0.000000E+00
     2     -1     53 0.703586E-05 0.703586E-05 0.703586E-05 0.000000E+00 0.000000E+00
     3     -1     60 0.100000E-04 0.100000E-04 0.100000E-04 0.000000E+00 0.000000E+00
     4     -1     68 0.333333E-05 0.333333E-05 0.333333E-05 0.000000E+00 0.000000E+00
     5     -1     81 0.400000E-04 0.400000E-04 0.400000E-04 0.000000E+00 0.000000E+00
     6      0     82 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
     7      0    102 0.166666E-04 0.166666E-04 0.166666E-04 0.000000E+00 0.000000E+00
     8     -1    103 0.962394E-05 0.962394E-05 0.962394E-05 0.000000E+00 0.000000E+00
     9      0    112 0.166666E-04 0.166666E-04 0.166666E-04 0.000000E+00 0.000000E+00
    10     -1    115 0.333333E-05 0.333333E-05 0.333333E-05 0.000000E+00 0.000000E+00
    11     -1    121 0.254854E-05 0.254854E-05 0.254854E-05 0.000000E+00 0.000000E+00
    12      0    131 0.133334E-04 0.133334E-04 0.133334E-04 0.000000E+00 0.000000E+00
    13     -1    133 0.534968E-05 0.534968E-05 0.534968E-05 0.000000E+00 0.000000E+00
    14      0    156 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    15      0    175 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    16     -1    197 0.903112E-05 0.903112E-05 0.903112E-05 0.000000E+00 0.000000E+00
    17      0    198 0.666664E-05 0.666664E-05 0.666664E-05 0.000000E+00 0.000000E+00
    18      0    246 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    19      0    269 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    20     -1    273 0.843397E-05 0.843397E-05 0.843397E-05 0.000000E+00 0.000000E+00
    21     -1    279 0.654310E-05 0.654310E-05 0.654310E-05 0.000000E+00 0.000000E+00
    22     -1    280 0.301206E-05 0.301206E-05 0.301206E-05 0.000000E+00 0.000000E+00
    23      0    290 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    24     -1    350 0.445743E-05 0.445743E-05 0.445743E-05 0.000000E+00 0.000000E+00
    25     -1    357 0.732393E-05 0.732393E-05 0.732393E-05 0.000000E+00 0.000000E+00
    26      0    381 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    27      0    395 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    28      0    399 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    29     -1    405 0.419239E-05 0.419239E-05 0.419239E-05 0.000000E+00 0.000000E+00
    30      0    432 0.100000E-04 0.100000E-04 0.100000E-04 0.000000E+00 0.000000E+00
    31     -1    447 0.558832E-05 0.558832E-05 0.558832E-05 0.000000E+00 0.000000E+00
    32     -1    449 0.333333E-05 0.333333E-05 0.333333E-05 0.000000E+00 0.000000E+00
    33     -1    464 0.316073E-05 0.316073E-05 0.316073E-05 0.000000E+00 0.000000E+00
    34      0    480 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    35     -1    555 0.696409E-05 0.696409E-05 0.696409E-05 0.000000E+00 0.000000E+00
    36     -1    562 0.381486E-05 0.381486E-05 0.381486E-05 0.000000E+00 0.000000E+00
    37     -1    576 0.604093E-05 0.604093E-05 0.604093E-05 0.000000E+00 0.000000E+00
    38      0    589 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    39     -1    593 0.503252E-05 0.503252E-05 0.503252E-05 0.000000E+00 0.000000E+00
    40      0    594 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    41     -1    625 0.785667E-05 0.785667E-05 0.785667E-05 0.000000E+00 0.000000E+00
    42     -1    636 0.407931E-05 0.407931E-05 0.407931E-05 0.000000E+00 0.000000E+00
    43      0    639 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    44      0    658 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    45      0    662 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    46      0    676 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    47      0    703 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    48     -1    712 0.408390E-05 0.408390E-05 0.408390E-05 0.000000E+00 0.000000E+00
    49      0    859 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    50      0    866 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    51     -1    880 0.346447E-05 0.346447E-05 0.346447E-05 0.000000E+00 0.000000E+00
    52     -1    908 0.333333E-05 0.333333E-05 0.333333E-05 0.000000E+00 0.000000E+00
    53      0    952 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    54     -1    965 0.305043E-05 0.305043E-05 0.305043E-05 0.000000E+00 0.000000E+00
    55      0    973 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    56      0   1022 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    57      0   1024 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    58     -1   1046 0.713135E-05 0.713135E-05 0.713135E-05 0.000000E+00 0.000000E+00
    59      0   1055 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    60      0   1071 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    61      0   1086 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    62     -1   1094 0.217138E-05 0.217138E-05 0.217138E-05 0.000000E+00 0.000000E+00
    63      0   1118 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    64     -1   1136 0.817583E-05 0.817583E-05 0.817583E-05 0.000000E+00 0.000000E+00
    65     -1   1143 0.460983E-05 0.460983E-05 0.460983E-05 0.000000E+00 0.000000E+00
    66      0   1144 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    67     -1   1160 0.748427E-05 0.748427E-05 0.748427E-05 0.000000E+00 0.000000E+00
    68      0   1164 0.100000E-04 0.100000E-04 0.100000E-04 0.000000E+00 0.000000E+00
    69     -1   1170 0.541160E-05 0.541160E-05 0.541160E-05 0.000000E+00 0.000000E+00
    70      0   1212 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    71     -1   1223 0.660344E-05 0.660344E-05 0.660344E-05 0.000000E+00 0.000000E+00
    72     -1   1240 0.485015E-05 0.485015E-05 0.485015E-05 0.000000E+00 0.000000E+00
    73     -1   1243 0.149816E-05 0.149816E-05 0.149816E-05 0.000000E+00 0.000000E+00
    74      0   1246 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    75      0   1307 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    76     -1   1334 0.345832E-05 0.345832E-05 0.345832E-05 0.000000E+00 0.000000E+00
    77     -1   1341 0.203111E-05 0.203111E-05 0.203111E-05 0.000000E+00 0.000000E+00
    78      0   1346 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    79     -1   1348 0.974627E-05 0.974627E-05 0.974627E-05 0.000000E+00 0.000000E+00
    80      0   1352 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    81     -1   1380 0.245264E-05 0.245264E-05 0.245264E-05 0.000000E+00 0.000000E+00
    82     -1   1382 0.357168E-05 0.357168E-05 0.357168E-05 0.000000E+00 0.000000E+00
    83      0   1383 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    84     -1   1398 0.296698E-05 0.296698E-05 0.296698E-05 0.000000E+00 0.000000E+00
    85      0   1408 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    86      0   1424 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    87      0   1459 0.100000E-04 0.100000E-04 0.100000E-04 0.000000E+00 0.000000E+00
    88     -1   1460 0.778518E-05 0.778518E-05 0.778518E-05 0.000000E+00 0.000000E+00
    89      0   1480 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    90     -1   1531 0.666667E-05 0.666667E-05 0.666667E-05 0.000000E+00 0.000000E+00
    91      0   1555 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    92     -1   1576 0.769589E-05 0.769589E-05 0.769589E-05 0.000000E+00 0.000000E+00
    93      0   1585 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    94      0   1588 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    95     -1   1594 0.400153E-05 0.400153E-05 0.400153E-05 0.000000E+00 0.000000E+00
    96     -1   1611 0.663750E-05 0.663750E-05 0.663750E-05 0.000000E+00 0.000000E+00
    97     -1   1624 0.333333E-05 0.333333E-05 0.333333E-05 0.000000E+00 0.000000E+00
    98      0   1646 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
    99     -1   1679 0.333333E-05 0.333333E-05 0.333333E-05 0.000000E+00 0.000000E+00
   100     -1   1712 0.715923E-05 0.715923E-05 0.715923E-05 0.000000E+00 0.000000E+00
   101     -1   1715 0.898926E-05 0.898926E-05 0.898926E-05 0.000000E+00 0.000000E+00
   102     -1   1728 0.282129E-05 0.282129E-05 0.282129E-05 0.000000E+00 0.000000E+00
   103      0   1745 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   104      0   1756 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   105     -1   1829 0.555421E-05 0.555421E-05 0.555421E-05 0.000000E+00 0.000000E+00
   106      0   1838 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   107     -1   1912 0.329956E-05 0.329956E-05 0.329956E-05 0.000000E+00 0.000000E+00
   108     -1   1920 0.666667E-05 0.666667E-05 0.666667E-05 0.000000E+00 0.000000E+00
   109      0   1977 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   110      0   1979 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   111      0   1995 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   112      0   2032 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   113     -1   2037 0.778863E-05 0.778863E-05 0.778863E-05 0.000000E+00 0.000000E+00
   114      0   2048 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   115      0   2057 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   116     -1   2085 0.744938E-05 0.744938E-05 0.744938E-05 0.000000E+00 0.000000E+00
   117     -1   2126 0.699204E-05 0.699204E-05 0.699204E-05 0.000000E+00 0.000000E+00
   118     -1   2143 0.153434E-05 0.153434E-05 0.153434E-05 0.000000E+00 0.000000E+00
   119     -1   2165 0.637739E-05 0.637739E-05 0.637739E-05 0.000000E+00 0.000000E+00
   120      0   2183 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   121     -1   2210 0.638710E-05 0.638710E-05 0.638710E-05 0.000000E+00 0.000000E+00
   122     -1   2224 0.391712E-05 0.391712E-05 0.391712E-05 0.000000E+00 0.000000E+00
   123     -1   2303 0.989551E-05 0.989551E-05 0.989551E-05 0.000000E+00 0.000000E+00
   124     -1   2309 0.334822E-05 0.334822E-05 0.334822E-05 0.000000E+00 0.000000E+00
   125     -1   2350 0.209793E-05 0.209793E-05 0.209793E-05 0.000000E+00 0.000000E+00
   126      0   2379 0.100000E-04 0.100000E-04 0.100000E-04 0.000000E+00 0.000000E+00
   127     -1   2389 0.358144E-05 0.358144E-05 0.358144E-05 0.000000E+00 0.000000E+00
   128     -1   2404 0.636194E-05 0.636194E-05 0.636194E-05 0.000000E+00 0.000000E+00
   129      0   2411 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   130     -1   2428 0.220793E-05 0.220793E-05 0.220793E-05 0.000000E+00 0.000000E+00
   131      0   2432 0.333336E-05 0.333336E-05 0.333336E-05 0.000000E+00 0.000000E+00
   132     -1   2482 0.237985E-05 0.237985E-05 0.237985E-05 0.000000E+00 0.000000E+00
   133     -1   2483 0.333333E-05 0.333333E-05 0.333333E-05 0.000000E+00 0.000000E+00
